,Unnamed: 0,user_id,content,class_with,class_without,sentiment,user_name
401,401,1647573157,european energy crisis the really inconvenient truth of climate and energy policies by oott euroepanenergycrisis,0,0,Negative,JavierBlas
402,402,42210513,as the global community focuses on reversing carbon emissions we must understand amp how it affects our everyday lives click here to watch full video backhand_index_pointing_right_medium-dark_skin_tone climateactionnaija climateaction,3,0,Positive,nighealthwatch
403,403,29221344,read could be making the ocean a noisier place and this may cause problems for some whale species,3,0,Neutral,oceana
404,404,2240568073,globe_showing_Americas green_heart want to learn more about fastfashion carbonliteracy and more these young activists have produced a series of videos and resource packs to help take a look and startenvironmentalaction now wavesofchange,3,0,Positive,YouthFocusNW
405,405,466145821,big snowstorm here in ontario which is obviously the result of amp has nothing to do with the fact that its winter in canada because cience wherever you are please wear your booster scarf so that everyone else feels warm weareallinthistogether trucker mandates are no big deal for trudeau if he cant get groceries he can just fly his private jet to get some you know while he helps fight face_with_rolling_eyes novaccinepassports novaccinemandates truckersforfreedomladies amp gents i present to you coviddick while women everywhere have been worrying about wintervagina due to men now have to worry about coviddick thestruggleisreal shrinkydinky coviddick wintervagina,3,2,Positive,AreOhEssEyeEe
406,406,1083463086105874433,the climate crisis is hitting people here earlier and much harder than the people of the global north says in the guardian by saeed kamali dehghan climateactionnow environmentalracism environmentaljustice,3,2,Negative,BeAntiracism
407,407,1445119592,walked today on beach from long reef to narrabeen past this construction to delay inevitable undermining of collaroy houses by rising sea levels monument to denialism,3,0,Negative,AlexWodak
408,408,408068123,the steep rise in global temperatures since the midth century reflects humancaused emissions of heattrapping greenhouse gases which continued to climb in cowx globalwarming weathercasters it is not hard to add information during your weather reports as station scientists we have an opportunity amp a responsibility to educate our viewers cowx,3,0,Positive,MikeNelson247
409,409,703949121745350657,antarctica is my favorite place in the world and i am happy to be able to work here today i encountered a juvenile humpback entangled in fishing gear encounters like this emphasize the need for active conservation,3,0,Positive,logan_pallin
410,410,867351037,is real and its happening now in maldives erosion of natural beaches means the loss of palm trees and other vegetation salt water intrusion into the fresh water lens among other longer term impacts we need to come together and deliverclimate,3,0,Positive,UN_PGA
411,411,809310522,deputy minister who called a “massive issue facing humanity” billed airfare plus expenses to attend cop in scotland cdnpoli spent on solar panels in most sunless region of canada records show funding was for arctic hamlets that rely on diesel generators cdnpoli,3,2,Positive,hollyanndoan
412,412,5120691,global risks report what you need to know global risks risks report what you need to know global,3,2,Neutral,wef
413,413,2270860197,fogmachine gm from the realm of fog photography landscapephotography nftcommunity nftphotography fotografie,3,0,Neutral,Schoenberger_K
414,414,1310449270789726208,is the single greatest threat to a sustainable future but at the same time addressing the climate challenge presents a golden opportunity to promote prosperity security amp a brighter future for all climateactionnow should be our core priority cc,3,0,Positive,SteveMisatih
415,415,86970530,a snowy owl symbol of wisdom amp usual inhabitant of the arctic has appeared in dc on the sculpted head of archimedes the greek mathematician who dev a system for exponentiation amp then on congressional bldgs not making this up pandemic,3,0,Negative,tmprowell
416,416,2302531476,it’s been a degree day topped off with a duststorm extreme weather events like duststorms heatwaves and droughts are becoming more frequent and intense because of we have to do more about this crisis and we absolutely can do more about it climateaction,3,2,Positive,AnikaMolesworth
417,417,456808166,caltrain applauds proposal which allocates approximately b for transit statewide reliable transit is critical to a connected amp vibrant california if approved this budget could fund transit projects like electrification that combat lets go,3,0,Negative,Caltrain
418,418,3300453568,why is the bbc so obsessed with a row over a tennis players visa in australia it relegates important stuff about downbulletin and doesnt mention threats to peace biodiversity foodsecurity western democracy etc,3,2,Negative,SmartGrowthUK
419,419,885275791461711873,yesterday we closed a reforestation activity with the active participation of people living with disabilitiesthe world needs everybody in z fight against the need your help to plant trees in the next months,3,0,Negative,lubamba_arsene
420,420,1219222929743007744,euspace for nextgenerationeu the eu space programme supports European_Union efforts to tackle dyk that our opendata is used to monitor globe_showing_Europe-Africa earths atmosphere land and oceans light_bulb down_arrow air quality in europe in october,3,0,Neutral,defis_eu
